"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL405708"	""	""	"Small molecule"	"0"	"1158.62"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1157.3897"	"None"	"C58H60ClN9O15"	"CNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(CC(N)=O)NC(=O)C(N)C(O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O)Oc3ccc(cc3)C2O)c2ccc(O)c(c2)-c2c1cc(O)c(CNC1C3CC4CC(C3)CC1C4)c2O"
"CHEMBL277081"	""	""	"Small molecule"	"0"	"1194.29"	"3"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1193.4600"	"None"	"C56H67N13O15S"	"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(SCc4ccc(-c5ccccc5)cc4)oc3c2)NC1=O"
"CHEMBL1505471"	"LOMOFUNGIN"	"LOMOFUNGIN|U-24,792"	"Small molecule"	"0"	"314.25"	"100"	"125"	"1.50"	"129.84"	"8"	"3"	"0"	"2"	"N"	"0.37"	"5.69"	"None"	"2.52"	"0.76"	"3"	"MOL"	"0"	"23"	"8"	"3"	"0"	"314.0539"	"ACID"	"C15H10N2O6"	"COC(=O)c1ccc(O)c2nc3c(C=O)c(O)cc(O)c3nc12"
"CHEMBL263844"	""	""	"Small molecule"	"0"	"1364.63"	"2"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1363.2948"	"None"	"C59H61N15O12S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)N[C@@H](CCC(=O)O)C(=O)N4CCCC[C@H]4C(N)=O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL1201469"	"GRAMICIDIN"	"GRAMICIDIN|GRAMICIDINS|Gramoderm"	"Small molecule"	"4"	""	"105"	"264"	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1572"	"NETILMICIN"	"NETILMICIN|Netilmicin"	"Small molecule"	"4"	"475.59"	"152"	"1362"	"-3.20"	"199.73"	"12"	"8"	"2"	"8"	"N"	"0.18"	"12.55"	"9.80"	"-3.53"	"-10.64"	"0"	"MOL"	"0"	"33"	"12"	"11"	"2"	"475.3006"	"BASE"	"C21H41N5O7"	"CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"CHEMBL419"	"MAFENIDE"	"4-HOMOSULFANILAMIDE|D06BA03|MAFENIDE|Mafenide|NSC-34632|Sulfamylon"	"Small molecule"	"4"	"186.24"	"54"	"266"	"-0.21"	"86.18"	"3"	"2"	"0"	"2"	"N"	"0.67"	"10.25"	"9.04"	"-0.52"	"-1.96"	"1"	"MOL"	"0"	"12"	"4"	"4"	"0"	"186.0463"	"BASE"	"C7H10N2O2S"	"NCc1ccc(S(N)(=O)=O)cc1"
"CHEMBL1237072"	"DIRITHROMYCIN"	"DIRITHROMYCIN|Dynabac|LY 237216|LY-237216"	"Small molecule"	"4"	"835.09"	"17"	"26"	"2.20"	"196.33"	"16"	"5"	"2"	"12"	"N"	"0.14"	"12.48"	"13.48"	"2.95"	"0.46"	"0"	"MOL"	"0"	"58"	"16"	"5"	"2"	"834.5453"	"BASE"	"C42H78N2O14"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O"
"CHEMBL2146161"	"MIKAMYCIN"	"MIKAMYCIN|PRISTINAMYCIN|PYOSTACINE|RP 7293|RP-7293|SKF-7988"	"Small molecule"	"4"	"1392.57"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1391.6438"	"None"	"C73H89N11O17"	"CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL2221250"	"CAPREOMYCIN"	"CAPASTAT|CAPREOMYCIN"	"Protein"	"4"	"1321.44"	"6"	"41"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1320.6984"	"None"	"C50H88N28O15"	"C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1"
"CHEMBL3990047"	"OZENOXACIN"	"GF-001001-00|OZENOXACIN|T-3912|Xepi"	"Small molecule"	"4"	"363.42"	""	""	"3.76"	"84.22"	"5"	"2"	"0"	"4"	"N"	"0.74"	"5.96"	"6.72"	"2.47"	"1.98"	"3"	"MOL"	"0"	"27"	"6"	"2"	"0"	"363.1583"	"ACID"	"C21H21N3O3"	"CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C"
"CHEMBL3039597"	"GENTAMICIN"	"GENTAMICIN|SCH-9724|Uromycine"	"Small molecule"	"4"	"1390.73"	"276"	"6001"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1389.9018"	"None"	"C60H123N15O21"	"CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O"
"CHEMBL1237124"	"MECLOCYCLINE"	"GS-2989|MECLOCYCLINE"	"Small molecule"	"0"	"476.87"	"3"	"25"	"0.22"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.32"	"2.61"	"7.75"	"-2.95"	"-3.45"	"1"	"MOL"	"0"	"33"	"10"	"7"	"1"	"476.0986"	"ACID"	"C22H21ClN2O8"	"C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12"
"CHEMBL1617"	"RIFAXIMIN"	"NORMIX|RIFAXIDIN|RIFAXIMIN|Rifacol|TARGAXAN|XIFAXANTA|Xifaxan"	"Small molecule"	"4"	"785.89"	"99"	"601"	"6.16"	"198.38"	"13"	"5"	"3"	"2"	"N"	"0.11"	"6.42"	"5.88"	"4.59"	"3.93"	"4"	"MOL"	"0"	"57"	"14"	"5"	"3"	"785.3524"	"ACID"	"C43H51N3O11"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL4594246"	"SULOPENEM ETZADROXIL"	"PF-03709270|PF03709270|SULOPENEM ETZADROXIL"	"Small molecule"	"3"	"477.63"	""	""	"1.80"	"110.21"	"9"	"1"	"0"	"9"	"N"	"0.30"	"None"	"None"	"1.05"	"1.05"	"0"	"MOL"	"0"	"30"	"8"	"1"	"0"	"477.0950"	"NEUTRAL"	"C19H27NO7S3"	"CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12"
"CHEMBL1256686"	"CALCIMYCIN"	"A-23187|ANTIBIOTIC A-23187|CALCIMYCIN"	"Small molecule"	"2"	"523.63"	"83"	"194"	"5.53"	"126.68"	"7"	"3"	"2"	"7"	"N"	"0.35"	"4.16"	"1.68"	"5.38"	"2.32"	"3"	"MOL"	"0"	"38"	"9"	"3"	"2"	"523.2682"	"ACID"	"C29H37N3O6"	"CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O"
"CHEMBL377559"	"RETASPIMYCIN HYDROCHLORIDE"	"IPI-504|IPI-504 HYDROCHLORIDE|RETASPIMYCIN HYDROCHLORIDE"	"Small molecule"	"3"	"624.18"	"8"	"14"	"4.16"	"172.60"	"9"	"6"	"2"	"6"	"N"	"0.16"	"9.62"	"4.55"	"3.80"	"3.79"	"1"	"MOL"	"0"	"42"	"11"	"7"	"3"	"587.3207"	"NEUTRAL"	"C31H46ClN3O8"	"C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2.Cl"
"CHEMBL1908350"	"ROKITAMYCIN"	"ROKITAMYCIN"	"Small molecule"	"0"	"828.01"	"8"	"44"	"3.16"	"206.05"	"16"	"3"	"2"	"13"	"N"	"0.14"	"12.71"	"7.90"	"3.63"	"3.01"	"0"	"MOL"	"0"	"58"	"16"	"3"	"2"	"827.4667"	"NEUTRAL"	"C42H69NO15"	"CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC"
"CHEMBL376140"	"TIGECYCLINE"	"TIGECYCLINE|Tygacil|WAY-GAR-936"	"Small molecule"	"4"	"585.66"	"111"	"2021"	"0.51"	"205.76"	"11"	"7"	"3"	"6"	"N"	"0.18"	"2.84"	"8.61"	"-3.26"	"-3.41"	"1"	"MOL"	"0"	"42"	"13"	"8"	"3"	"585.2799"	"ZWITTERION"	"C29H39N5O8"	"CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL1591"	"DEMECLOCYCLINE"	"DEMECLOCYCLINE|DEMETHYLCHLORTETRACYCLINE|Demeclocycline"	"Small molecule"	"4"	"464.86"	"23"	"75"	"0.26"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.33"	"2.59"	"8.54"	"-3.17"	"-3.61"	"1"	"MOL"	"0"	"32"	"10"	"7"	"1"	"464.0986"	"ZWITTERION"	"C21H21ClN2O8"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12"
"CHEMBL2105700"	"BEDAQUILINE FUMARATE"	"BEDAQUILINE FUMARATE|R403323|SIRTURO"	"Small molecule"	"4"	"671.59"	"1"	"1"	"7.13"	"45.59"	"4"	"1"	"2"	"8"	"N"	"0.22"	"13.61"	"8.91"	"7.13"	"5.61"	"5"	"MOL"	"0"	"37"	"4"	"1"	"2"	"554.1569"	"BASE"	"C36H35BrN2O6"	"COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O"
"CHEMBL2364632"	"SARECYCLINE"	"P-005672|P005672|SARECYCLINE"	"Small molecule"	"4"	"487.51"	""	""	"0.11"	"173.86"	"10"	"5"	"0"	"5"	"N"	"0.28"	"2.94"	"8.25"	"-3.04"	"-3.22"	"1"	"MOL"	"0"	"35"	"11"	"6"	"2"	"487.1955"	"ACID"	"C24H29N3O8"	"CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL507048"	"COLIMYCIN"	"COLIMYCIN|COLISTIMETHATE SODIUM|COLISTIN SODIUM METHANESULFONATE|W 1929|W-1929"	"Protein"	"3"	"968.26"	"1"	"2"	"-3.14"	"386.21"	"14"	"14"	"3"	"22"	"N"	"0.05"	"11.71"	"10.15"	"-4.85"	"-13.23"	"0"	"MOL"	"0"	"68"	"23"	"18"	"3"	"967.6542"	"BASE"	"C45H85N13O10"	"CCC(C)CCCCC(=O)NCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H]([C@@H](C)O)NC1=O"
"CHEMBL3989945"	"REZAFUNGIN"	"CD-101|CD101|REZAFUNGIN|SP-3025"	"Small molecule"	"3"	"1226.41"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1225.6027"	"None"	"C63H85N8O17+"	"CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1"
"CHEMBL2219413"	"BRILACIDIN"	"BRILACIDIN|PMX-30063 FREE BASE|PMX30063|PMX30063 FREE BASE"	"Small molecule"	"2"	"936.92"	"4"	"33"	"3.68"	"308.50"	"12"	"12"	"3"	"20"	"N"	"0.03"	"11.91"	"12.25"	"0.69"	"-8.70"	"3"	"MOL"	"0"	"66"	"20"	"14"	"3"	"936.3942"	"BASE"	"C40H50F6N14O6"	"N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3O[C@@H]3CCNC3)ncn2)c1O[C@@H]1CCNC1"
"CHEMBL3989738"	"POLYMYXIN B"	"POLYMYXIN B"	"Protein"	"4"	"2392.97"	"61"	"681"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"2391.4842"	"None"	"C111H194N32O26"	"CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O.CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O"
"CHEMBL1506"	"CHLORAMPHENICOL PALMITATE"	"CHLORAMPHENICOL PALMITATE|Chloramphenicol Palmitate|Chlorolifarina|Chloromycetin Palmitate|Chloropal"	"Small molecule"	"4"	"561.55"	"4"	"7"	"6.94"	"118.77"	"6"	"2"	"2"	"21"	"N"	"0.06"	"9.07"	"None"	"7.80"	"7.79"	"1"	"MOL"	"0"	"37"	"8"	"2"	"2"	"560.2420"	"NEUTRAL"	"C27H42Cl2N2O6"	"CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1"
"CHEMBL2110577"	"ERYTHROMYCIN ACISTRATE"	"ERYTHROMYCIN|ERYTHROMYCIN ACISTRATE|Erasis"	"Small molecule"	"3"	"775.97"	""	""	"2.36"	"199.98"	"15"	"4"	"2"	"8"	"N"	"0.26"	"12.68"	"7.87"	"3.04"	"2.44"	"0"	"MOL"	"0"	"54"	"15"	"4"	"2"	"775.4718"	"NEUTRAL"	"C39H69NO14"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OC(C)=O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL415231"	""	""	"Small molecule"	"0"	"1702.67"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1700.6034"	"None"	"C86H94Cl2N12O21"	"CCCCc1ccc(CNC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(cc6)O4)NC(=O)C(NC)c4ccc(O)c(c4)Oc4cc(O)c(Cl)c5c4)c4ccc(O)c(c4)-c4c(O)cc(O)cc4[C@H](C(=O)NCCCN(C)C)NC3=O)OC(C(=O)NCCCN(C)C)C(O)C2O)cc1"
"CHEMBL2218913"	"CAPREOMYCIN SULFATE"	"34977|CAPREOMYCIN SULFATE|Capastat Sulfate"	"Protein"	"4"	"1517.59"	"5"	"6"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1320.6984"	"None"	"C50H92N28O23S2"	"C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1.O=S(=O)(O)O.O=S(=O)(O)O"
"CHEMBL267982"	""	""	"Small molecule"	"0"	"1174.10"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1173.3240"	"None"	"C60H51N7O19"	"COC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)C2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21"
"CHEMBL1688547"	"FRIULIMICIN B"	"FRIULIMICIN B"	"Protein"	"1"	"1303.48"	"1"	"38"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1302.6820"	"None"	"C59H94N14O19"	"CC(C)CCCCCCC/C=C\CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@@H]([C@H](C)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H]([C@H](C)N)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H]1C"
"CHEMBL263886"	"MODITHROMYCIN"	"EDP-420|EP-13420|MODITHROMYCIN"	"Small molecule"	"2"	"841.02"	"12"	"245"	"3.70"	"205.72"	"16"	"2"	"2"	"8"	"N"	"0.22"	"9.78"	"8.36"	"4.11"	"3.25"	"2"	"MOL"	"0"	"60"	"17"	"2"	"2"	"840.4633"	"NEUTRAL"	"C43H64N6O11"	"CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)C[C@@H](C)/C(=N\C(C)=O)[C@H](C)[C@@H](OC/C(=N\OCc3ccc(-n4cccn4)nc3)CO2)[C@]1(C)O"
"CHEMBL384471"	""	""	"Small molecule"	"0"	"1090.09"	"9"	"37"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1089.4316"	"None"	"C49H60FN13O15"	"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4cccc(F)c4)oc3c2)NC1=O"
"CHEMBL409706"	""	""	"Small molecule"	"0"	"1198.94"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1197.2198"	"None"	"C58H45Cl2N7O18"	"NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC3=O"
"CHEMBL217685"	""	""	"Small molecule"	"0"	"1211.49"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1210.2522"	"None"	"C52H54N14O9S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCNCCO)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL384321"	""	""	"Small molecule"	"0"	"1212.48"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1211.2363"	"None"	"C52H53N13O10S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCOCCO)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL39373"	"ANTHRAMYCIN"	"ANTHRAMYCIN|ANTRAMYCIN"	"Small molecule"	"0"	"315.33"	"14"	"17"	"0.58"	"115.89"	"5"	"4"	"0"	"2"	"N"	"0.47"	"9.73"	"None"	"0.55"	"0.55"	"1"	"MOL"	"0"	"23"	"7"	"5"	"0"	"315.1219"	"NEUTRAL"	"C16H17N3O4"	"Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O"
"CHEMBL1200632"	"CLINDAMYCIN PALMITATE HYDROCHLORIDE"	"CLINDAMYCIN PALMITATE HYDROCHLORIDE|Cleocin|U-25,179 E|U-25179-E|U-25179E"	"Small molecule"	"4"	"699.87"	"1"	"2"	"6.42"	"108.33"	"8"	"3"	"2"	"22"	"N"	"0.07"	"12.59"	"7.55"	"7.96"	"7.58"	"0"	"MOL"	"0"	"44"	"8"	"3"	"2"	"662.4095"	"NEUTRAL"	"C34H64Cl2N2O6S"	"CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl"
"CHEMBL719"	"MUPIROCIN"	"BRL 4910A|BRL-4910A|Bactroban|Centany|MUPIROCIN|PSEUDOMONIC ACID"	"Small molecule"	"4"	"500.63"	"51"	"328"	"2.59"	"146.05"	"8"	"4"	"1"	"16"	"N"	"0.11"	"4.83"	"None"	"2.45"	"-0.07"	"0"	"MOL"	"0"	"35"	"9"	"4"	"1"	"500.2985"	"ACID"	"C26H44O9"	"C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O"
"CHEMBL249837"	"METHACYCLINE"	"GS-2876|METACYCLINE|METHACYCLINE|MOTC"	"Small molecule"	"4"	"442.42"	"8"	"34"	"-0.44"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.33"	"2.88"	"7.41"	"-3.51"	"-3.81"	"1"	"MOL"	"0"	"32"	"10"	"7"	"1"	"442.1376"	"ACID"	"C22H22N2O8"	"C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12"
